Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base,,
2031,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,4.81985,4.62132,5.62652,,
2032,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,4.44861,4.23853,5.31824,,
2033,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,4.13757,3.93233,5.07196,,
2034,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,3.87985,3.68661,4.88022,,
2035,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,3.65455,3.48428,4.72146,,
2036,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,3.45031,3.30872,4.57566,,
2037,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,3.26151,3.19439,4.43297,,
2038,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,3.1311,3.08144,4.29139,,
2039,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,3.01055,2.96975,4.14773,,
2040,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.89292,2.85672,4.00628,,
2041,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.77445,2.73694,3.87547,,
2042,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.65027,2.60578,3.74799,,
2043,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.54751,2.49164,3.61697,,
2044,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.44346,2.37843,3.50141,,
2045,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.33909,2.2748,3.39944,,
2046,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.23854,2.17952,3.29044,,
2047,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.14914,2.09374,3.17892,,
2048,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,2.06935,2.01886,3.07279,,
2049,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.99913,1.92792,2.97798,,
2050,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.90662,1.87101,2.8909,,
2051,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.85012,1.82097,2.81224,,
2052,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.79446,1.77401,2.73811,,
2053,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.74383,1.69417,2.66745,,
2054,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.66355,1.6441,2.59469,,
2055,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.61487,1.5881,2.51697,,
2056,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.56219,1.53157,2.41616,,
2057,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.50967,1.47754,2.34318,,
2058,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.45914,1.42719,2.25177,,
2059,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.41147,1.38085,2.16634,,
2060,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.36865,1.33706,2.09287,,
2061,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.32863,1.29256,2.0186,,
2062,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.28474,1.24477,1.94624,,
2063,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.24367,1.19895,1.87506,,
2064,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.20375,1.15189,1.80447,,
2065,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.16432,1.10475,1.7351,,
2066,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.12412,1.06012,1.66644,,
2067,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.08444,1.01651,1.59984,,
2068,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.04442,0.97574,1.53532,,
2069,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,1.00524,0.93581,1.47242,,
2070,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.96952,0.89856,1.41781,,
2071,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.9346,0.86249,1.36879,,
2072,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.90012,0.82868,1.3251,,
2073,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.86648,0.79723,1.28643,,
2074,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.83421,0.76858,1.25103,,
2075,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.80432,0.71806,1.21801,,
2076,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.75179,0.69719,1.18711,,
2077,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.72523,0.67485,1.15767,,
2078,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.69706,0.6553,1.12961,,
2079,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.6709,0.6378,1.10302,,
2080,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.64422,0.61953,1.07508,,
2081,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.61891,0.60203,1.04851,,
2082,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.59487,0.58449,1.01689,,
2083,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.57244,0.56649,0.99656,,
2084,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.55137,0.54784,0.96948,,
2085,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.53183,0.52894,0.94482,,
2086,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.51297,0.50909,0.92106,,
2087,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.49422,0.48835,0.8979,,
2088,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.47602,0.46748,0.8752,,
2089,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.45865,0.44678,0.85282,,
2090,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.4416,0.42728,0.83,,
2091,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.42536,0.40928,0.80671,,
2092,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.40946,0.3924,0.78389,,
2093,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.39355,0.37656,0.76183,,
2094,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.37738,0.36147,0.741,,
2095,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.36101,0.34706,0.72159,,
2096,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.34471,0.33336,0.7038,,
2097,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.32889,0.32024,0.68802,,
2098,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.31383,0.30729,0.67374,,
2099,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.29936,0.29423,0.66056,,
2100,POVRATESD,"Poverty Rate, Sex Difference (Female minus male), Ages 25-34, percent",HDI Medium,0.28658,0.28221,0.64872,,
2019,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,32,32.31,32.31,,
2020,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,32.11,32.11,32.11,,
2021,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,31.9,31.9,31.9,,
2022,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,31.53,31.53,31.53,,
2023,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,31.01,31.01,31.01,,
2024,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,30.35,30.32,30.35,,
2025,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,29.54,29.49,29.57,,
2026,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,28.63,28.57,28.71,,
2027,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,27.69,27.65,27.84,,
2028,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,26.83,26.77,27.04,,
2029,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,26.05,25.98,26.32,,
2030,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,25.29,25.23,25.65,,
2031,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,24.6,24.5,25.03,,
2032,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,23.89,23.79,24.45,,
2033,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,23.2,23.08,23.86,,
2034,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,22.53,22.41,23.27,,
2035,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,21.89,21.77,22.69,,
2036,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,21.28,21.15,22.15,,
2037,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,20.7,20.58,21.62,,
2038,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,20.15,20.03,21.13,,
2039,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,19.63,19.52,20.66,,
2040,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,19.14,19.05,20.21,,
2041,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,18.68,18.6,19.78,,
2042,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,18.25,18.18,19.36,,
2043,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,17.85,17.79,18.95,,
2044,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,17.46,17.42,18.56,,
2045,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,17.1,17.06,18.18,,
2046,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,16.75,16.71,17.81,,
2047,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,16.41,16.38,17.44,,
2048,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,16.08,16.05,17.09,,
2049,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,15.76,15.73,16.74,,
2050,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,15.45,15.42,16.4,,
2051,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,15.15,15.12,16.06,,
2052,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,14.85,14.82,15.74,,
2053,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,14.55,14.53,15.41,,
2054,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,14.26,14.24,15.1,,
2055,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,13.97,13.96,14.79,,
2056,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,13.69,13.68,14.49,,
2057,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,13.42,13.41,14.19,,
2058,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,13.15,13.14,13.9,,
2059,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,12.88,12.87,13.61,,
2060,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,12.62,12.61,13.32,,
2061,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,12.36,12.36,13.04,,
2062,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,12.11,12.11,12.76,,
2063,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,11.86,11.85,12.48,,
2064,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,11.61,11.61,12.21,,
2065,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,11.37,11.37,11.94,,
2066,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,11.14,11.13,11.68,,
2067,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,10.91,10.9,11.42,,
2068,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,10.68,10.68,11.17,,
2069,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,10.47,10.46,10.92,,
2070,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,10.25,10.25,10.67,,
2071,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,10.05,10.05,10.43,,
2072,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,9.84656,9.84784,10.2,,
2073,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,9.65175,9.65461,9.98218,,
2074,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,9.46317,9.46651,9.76769,,
2075,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,9.27995,9.28375,9.56156,,
2076,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,9.10019,9.10577,9.36268,,
2077,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,8.92591,8.93307,9.16858,,
2078,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,8.75638,8.76559,8.97849,,
2079,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,8.59237,8.60393,8.79489,,
2080,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,8.43387,8.44866,8.61781,,
2081,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,8.28129,8.29975,8.44701,,
2082,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,8.13457,8.15554,8.28157,,
2083,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.99218,8.01587,8.12096,,
2084,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.85404,7.87981,7.96606,,
2085,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.71976,7.74749,7.81645,,
2086,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.58896,7.6185,7.67211,,
2087,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.46144,7.49276,7.53199,,
2088,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.33702,7.36997,7.39563,,
2089,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.21552,7.25039,7.26303,,
2090,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,7.09732,7.13354,7.13349,,
2091,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.98167,7.01867,7.00689,,
2092,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.868,6.90587,6.88308,,
2093,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.75697,6.79669,6.7626,,
2094,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.64977,6.69058,6.64583,,
2095,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.54592,6.58768,6.53226,,
2096,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.44519,6.48912,6.42176,,
2097,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.35,6.39677,6.31438,,
2098,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.26095,6.31124,6.20984,,
2099,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.17811,6.2312,6.10798,,
2100,HLSTUNTCHL,Stunted children under 5 (rate) ,HDI Medium,6.10864,6.16478,6.01342,,
